round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9108,0.323630747449398,5,0,31071.972224073554,23997640,26.101162672042847
2,0.9311,0.23122238421738148,5,0,31043.715431734185,23997640,22.653918743133545
3,0.9397,0.1928318441748619,5,0,31049.28483268904,23997640,22.05398392677307
4,0.9519,0.1616734548345208,5,0,31042.053097651602,23997640,22.653122186660767
5,0.9575,0.14139543398991228,5,0,31046.383847435565,23997640,22.735236644744873
6,0.9581,0.13566392146497966,1,4,31049.2175389046,4799528,23.002155303955078
7,0.962,0.11966525133997202,1,4,31049.887244629736,4799528,22.81715202331543
8,0.9692,0.1012963943876326,4,1,31063.63935810841,19198112,22.438963413238525
9,0.9733,0.08761704060435295,5,0,31069.756613993235,23997640,23.55186128616333
10,0.9754,0.07954281845148653,3,2,31065.938270912433,14398584,23.68950891494751
11,0.9743,0.08223506747055799,1,4,31066.638337930868,4799528,22.957635164260864
12,0.9778,0.07104265795182436,3,2,31067.453948246646,14398584,23.563279151916504
13,0.9796,0.06448353089299053,3,2,31067.035727969116,14398584,22.55596947669983
14,0.9809,0.0599382075028494,2,3,31067.211315961173,9599056,22.78469204902649
15,0.9821,0.05623989455262199,3,2,31068.174534648162,14398584,23.375181913375854
16,0.9826,0.0526839468780905,4,1,31070.164280551042,19198112,23.387227535247803
17,0.9844,0.050720443519717086,5,0,31069.89268132786,23997640,23.151465892791748
18,0.9851,0.047316967194247994,5,0,31070.126219993228,23997640,22.981154918670654
19,0.9848,0.04853047727560624,4,1,31069.514140007726,19198112,23.022514581680298
20,0.9861,0.0442954388814047,3,2,31066.508685027573,14398584,22.145556449890137
