round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9036,0.3283822244346142,1,4,123443.28750376079,4799528,38.984341859817505
2,0.9302,0.23324338742494582,2,3,123431.20069748581,9599056,40.74303889274597
3,0.9302,0.23324338742494582,0,5,123431.20069748581,0,38.84332799911499
4,0.9449,0.18281826760917902,5,0,123445.29935313121,23997640,41.99452495574951
5,0.9528,0.16023903155550362,2,3,123474.29078692717,9599056,39.25313997268677
6,0.9555,0.1437309099793434,2,3,123471.3089017452,9599056,40.12200617790222
7,0.962,0.124864077706635,3,2,123467.00747636463,14398584,38.83775997161865
8,0.9657,0.11184909311719239,2,3,123425.78713471834,9599056,39.68718910217285
9,0.9688,0.0974355492990464,2,3,123419.3199196689,9599056,38.60939693450928
10,0.9724,0.09074113509207964,2,3,123415.59671703078,9599056,38.307790994644165
11,0.9763,0.07799377924054861,2,3,123423.69220974867,9599056,40.08995985984802
12,0.972,0.09023748811203987,1,4,123417.09515929483,4799528,38.43317413330078
13,0.9764,0.07513959224754944,1,4,123411.03992849807,4799528,39.1359601020813
14,0.9795,0.06441495267944411,2,3,123399.10477471862,9599056,44.38788938522339
15,0.9803,0.06135141087830998,2,3,123399.34814229306,9599056,41.59684991836548
16,0.9817,0.058452905382215974,2,3,123398.7634997606,9599056,41.023025035858154
17,0.9798,0.05900778852391522,1,4,123405.4041214544,4799528,40.01587200164795
18,0.9825,0.05428551366375759,2,3,123412.84078243509,9599056,39.877866983413696
19,0.9816,0.05603439262756146,1,4,123417.99125650259,4799528,40.13055896759033
20,0.9844,0.04895045819466468,3,2,123418.90574471858,14398584,41.28238010406494
