round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9134,0.31454355796575545,5,0,368.7276861404728,23997640,21.267099857330322
2,0.9344,0.22372361480295658,5,0,368.52819672681227,23997640,19.822564840316772
3,0.9466,0.17970655246973039,5,0,368.5660417099756,23997640,20.83547592163086
4,0.9563,0.14648542311638593,5,0,368.8145137964877,23997640,19.916316509246826
5,0.9624,0.12361458362191916,5,0,368.9441788175492,23997640,20.77391505241394
6,0.9685,0.10548061989210546,5,0,368.99127249337954,23997640,19.788407564163208
7,0.9703,0.0965130105163902,5,0,368.9674329272031,23997640,20.833354711532593
8,0.9744,0.08420737506598235,5,0,369.0029610361624,23997640,19.789886951446533
9,0.9755,0.07482978117931634,5,0,369.03277828803385,23997640,20.628294944763184
10,0.9777,0.06984911430003121,5,0,369.06076263000995,23997640,20.25697946548462
11,0.9784,0.06471911224182696,5,0,369.0427424043219,23997640,20.56272554397583
12,0.9804,0.06009841052200645,5,0,369.06596251050894,23997640,20.607715845108032
13,0.9799,0.058054574472177774,5,0,369.08826649385475,23997640,20.51292848587036
14,0.9814,0.05411736323847435,5,0,369.1019280022259,23997640,20.574345111846924
15,0.9824,0.05095773989758454,5,0,369.08501910573034,23997640,20.22397017478943
16,0.9838,0.04859155779150315,5,0,369.10048345021517,23997640,20.244009017944336
17,0.9842,0.0476844259153353,5,0,369.12914346447684,23997640,19.536543130874634
18,0.9843,0.04529268214639742,5,0,369.1070326248865,23997640,20.43201208114624
19,0.9857,0.04493089777944843,5,0,369.0989548395332,23997640,19.36509871482849
20,0.9858,0.04262522489570547,5,0,369.06425258376345,23997640,20.457871198654175
