round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9142,0.330507724738121,3,2,123586.41607363995,14398584,27.628214120864868
2,0.9289,0.2436192950516939,2,3,123543.72862209535,9599056,22.910037755966187
3,0.9374,0.20249353778660298,2,3,123551.27099186719,9599056,24.41120481491089
4,0.9424,0.18388917366303503,1,4,123543.12916272393,4799528,22.394994497299194
5,0.9424,0.18388917366303503,0,5,123543.12916272393,0,22.79192876815796
6,0.9561,0.15206542949154972,1,4,123532.708854173,4799528,24.26516604423523
7,0.9632,0.12352889859564603,3,2,123484.88451951947,14398584,22.95815086364746
8,0.9626,0.12093167326487601,1,4,123469.11777676761,4799528,22.63253688812256
9,0.9705,0.1006541158605367,2,3,123481.68704473386,9599056,24.527017831802368
10,0.9706,0.09331113698715345,1,4,123465.91061621947,4799528,23.093249320983887
11,0.9739,0.08622209592321887,1,4,123464.94756461146,4799528,22.116181135177612
12,0.9769,0.07457486424231902,2,3,123485.17115770631,9599056,23.082900524139404
13,0.9772,0.06833049717154353,3,2,123495.92523886242,14398584,24.6420955657959
14,0.9779,0.06526257098950446,2,3,123497.82049144722,9599056,24.563613653182983
15,0.9809,0.060142795565444974,5,0,123496.69969900355,23997640,24.51220393180847
16,0.9805,0.057893550793477334,4,1,123500.87221056008,19198112,25.513204097747803
17,0.9794,0.06694772600429133,1,4,123501.2209507566,4799528,24.575995922088623
18,0.9813,0.05647627700557932,1,4,123514.89586397697,4799528,23.048152446746826
19,0.9813,0.05647627700557932,0,5,123514.89586397697,0,21.84660243988037
20,0.9837,0.05122961520687677,2,3,123510.05372212945,9599056,22.819024324417114
