round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.915,0.29506957367658615,5,0,369.397595466124,23997640,21.122337579727173
2,0.9355,0.21562905325591564,5,0,369.2751604651031,23997640,21.041312217712402
3,0.9506,0.16312293006032705,5,0,369.3376111895438,23997640,22.091035842895508
4,0.9608,0.13118803709819912,5,0,369.35714691516233,23997640,22.170069932937622
5,0.9672,0.11227345495559275,5,0,369.2949520151178,23997640,22.990830421447754
6,0.971,0.09735668644011021,5,0,369.246038356256,23997640,21.781535387039185
7,0.9742,0.0864223750917241,5,0,369.2751928472017,23997640,22.654831886291504
8,0.9746,0.07876520376745612,5,0,369.2867120479455,23997640,21.982375383377075
9,0.9778,0.07133059715609998,5,0,369.2683437511815,23997640,22.146855354309082
10,0.9783,0.0660258355899714,5,0,369.1990289099998,23997640,22.21679377555847
11,0.981,0.05957837415076792,5,0,369.2133726714563,23997640,21.513038635253906
12,0.9807,0.05862384605309926,5,0,369.2281908604954,23997640,23.007559537887573
13,0.983,0.0536678880834952,5,0,369.25394348579414,23997640,21.884291887283325
14,0.9828,0.05255510505635757,5,0,369.27978833731925,23997640,22.17500138282776
15,0.9832,0.05072396871910896,5,0,369.2868749591882,23997640,22.153523683547974
16,0.9836,0.04711240488579497,5,0,369.2881150706441,23997640,21.537066221237183
17,0.9846,0.046099567499652036,5,0,369.27226088729475,23997640,22.130093574523926
18,0.9856,0.04469682132098824,5,0,369.2753341028173,23997640,20.993106603622437
19,0.9852,0.042854532570415174,5,0,369.26512162578325,23997640,22.017590761184692
20,0.9854,0.04311135687350761,5,0,369.2839819771953,23997640,21.201030015945435
