round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9145,0.31582647218704224,4,1,4450.962510556251,19198112,21.126725912094116
2,0.9317,0.23485684384405614,5,0,4453.313714040368,23997640,20.85592746734619
3,0.944,0.1857463810995221,4,1,4454.494296461666,19198112,20.572582483291626
4,0.9512,0.16076321038678287,5,0,4455.676637634884,23997640,20.639974117279053
5,0.9565,0.13882744650319218,5,0,4453.017226067791,23997640,20.22190833091736
6,0.9639,0.12265757637917996,4,1,4454.540932163631,19198112,20.478801727294922
7,0.9682,0.10501446536295116,5,0,4455.3581249331655,23997640,19.74967074394226
8,0.9703,0.09180135494247078,5,0,4453.514411602469,23997640,20.482919216156006
9,0.9739,0.08237786170747131,5,0,4453.26389154413,23997640,19.86419105529785
10,0.9761,0.07416367722963914,5,0,4451.107258853133,23997640,20.470229148864746
11,0.9783,0.06931383696813136,5,0,4451.107358787774,23997640,19.515729904174805
12,0.9786,0.06380913348365574,5,0,4450.951653775805,23997640,20.372379779815674
13,0.9796,0.061172827614238486,4,1,4451.49575336942,19198112,19.687583684921265
14,0.9822,0.05630908281253651,5,0,4450.917682476698,23997640,20.467496871948242
15,0.9824,0.052736710942559877,5,0,4450.16081321204,23997640,19.520289421081543
16,0.9831,0.0506683308841195,5,0,4450.130009577394,23997640,19.989240646362305
17,0.9841,0.0486710303921951,4,1,4450.4491733171735,19198112,19.962332248687744
18,0.9851,0.047058647049567665,5,0,4449.914875523351,23997640,19.70547580718994
19,0.9849,0.04501573389202822,5,0,4449.976114878636,23997640,20.125478506088257
20,0.9856,0.04393909848209005,4,1,4449.642199170662,19198112,19.53906512260437
