round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9115,0.31911028476953507,4,1,123263.08470343378,19198112,27.577189207077026
2,0.9306,0.24017956402003765,3,2,123337.88038218187,14398584,24.21902346611023
3,0.9448,0.187845548081398,3,2,123331.16977766328,14398584,24.235387325286865
4,0.95,0.1661234241962433,2,3,123335.48393074736,9599056,24.164854764938354
5,0.9564,0.1422275244012475,1,4,123366.04910276139,4799528,22.959017992019653
6,0.9632,0.1178432198550552,2,3,123398.2888559401,9599056,22.762662410736084
7,0.967,0.10760247770249844,1,4,123397.75032740348,4799528,24.184996128082275
8,0.9735,0.08746687935516238,4,1,123379.38086253122,19198112,24.0811448097229
9,0.9753,0.08195039298012853,2,3,123390.70468436657,9599056,24.34993076324463
10,0.9772,0.07740996893495321,1,4,123393.58307603125,4799528,22.682420253753662
11,0.9746,0.07668426608899609,1,4,123404.55958985626,4799528,22.850796222686768
12,0.9781,0.06977172716232016,1,4,123408.94066791864,4799528,22.10418701171875
13,0.978,0.06873836521320045,1,4,123423.14870234749,4799528,22.986281871795654
14,0.9817,0.05681577415112406,3,2,123429.28374113768,14398584,22.97258996963501
15,0.9821,0.0554833280546125,2,3,123425.26716310577,9599056,22.89446711540222
16,0.9827,0.05473114814206492,2,3,123432.90353190084,9599056,22.74990701675415
17,0.9817,0.05341519414200448,2,3,123444.36145564666,9599056,22.684781312942505
18,0.9835,0.05145132486461662,2,3,123437.96735002141,9599056,23.153597116470337
19,0.9834,0.05034312293273397,2,3,123439.2432134875,9599056,23.061286687850952
20,0.9836,0.05122241153358482,1,4,123431.85307807208,4799528,22.92653799057007
