round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9141,0.29772288224697113,4,1,31096.21872127222,19198112,20.697989463806152
2,0.9391,0.21293054631203412,3,2,31109.743552685755,14398584,20.181633710861206
3,0.9518,0.1664515746191144,4,1,31100.687135055134,19198112,20.763620853424072
4,0.9589,0.1344797417446971,5,0,31092.444546550818,23997640,20.268378496170044
5,0.9668,0.11391908416189253,3,2,31077.32033205422,14398584,19.97409987449646
6,0.97,0.09940521847009659,3,2,31076.111671366565,14398584,20.247538566589355
7,0.9737,0.08870812728404999,4,1,31088.529377895316,19198112,20.57431435585022
8,0.9756,0.07702075536958873,4,1,31076.568866995705,19198112,21.158166646957397
9,0.9769,0.07237139414893463,3,2,31074.30222868249,14398584,21.32632279396057
10,0.9787,0.0669532700387761,4,1,31066.58187251606,19198112,20.361969709396362
11,0.98,0.0627519886083901,5,0,31070.468846299947,23997640,20.930336475372314
12,0.9802,0.05878940302580595,5,0,31068.33314112926,23997640,20.72288155555725
13,0.9827,0.055163519951002674,3,2,31068.254153220085,14398584,20.471842288970947
14,0.9829,0.05343583294972777,4,1,31062.033068192442,19198112,21.249306678771973
15,0.9834,0.05029624807252549,3,2,31063.005120762413,14398584,20.726333379745483
16,0.9834,0.04872901025069878,4,1,31062.177607043308,19198112,20.436742544174194
17,0.984,0.04566053813160397,5,0,31060.751884909627,23997640,21.22665500640869
18,0.984,0.04677743427028181,4,1,31061.94323863529,19198112,20.97482681274414
19,0.9851,0.04349062508281786,4,1,31061.48854887303,19198112,20.341670989990234
20,0.9857,0.04211300105471164,4,1,31060.353191763304,19198112,21.273961067199707
