round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.916,0.29983470591902733,4,1,31063.030471902657,19198112,20.621423721313477
2,0.9323,0.22528502407073975,4,1,31037.339181943888,19198112,19.65667462348938
3,0.9453,0.18534253290444613,4,1,31053.18253149347,19198112,20.0652973651886
4,0.9525,0.16341999784260988,2,3,31052.86125319137,9599056,19.027467966079712
5,0.9587,0.14158424624353647,2,3,31041.60416491043,9599056,19.57651114463806
6,0.9627,0.12676118419617413,2,3,31040.603681594723,9599056,19.05479407310486
7,0.9672,0.10976928422003984,3,2,31052.499311729007,14398584,20.397882223129272
8,0.9653,0.11297431374751031,1,4,31058.57541178039,4799528,19.711772441864014
9,0.9726,0.08661059812419117,4,1,31067.273137917604,19198112,19.748645305633545
10,0.9753,0.08058060361202807,4,1,31071.521956198838,19198112,19.803038597106934
11,0.9766,0.07231668551405891,4,1,31070.39284255514,19198112,19.287867307662964
12,0.9778,0.06833726965375245,5,0,31064.57547462319,23997640,19.86904525756836
13,0.9784,0.06456228067246265,4,1,31064.497641052065,19198112,19.3954861164093
14,0.9807,0.06281762802544981,2,3,31064.41681562478,9599056,19.51398777961731
15,0.9805,0.05789254645113833,4,1,31067.968268393815,19198112,19.758464574813843
16,0.9817,0.05553798618116416,5,0,31066.662056976387,23997640,19.335835933685303
17,0.9814,0.05453984864265658,3,2,31064.67237632624,14398584,20.0623881816864
18,0.9829,0.05141739111221395,4,1,31063.320464982764,19198112,18.907775163650513
19,0.9836,0.05100509642660618,4,1,31066.146022242367,19198112,20.059892892837524
20,0.9832,0.049267279817163945,5,0,31063.97133693645,23997640,19.876662731170654
