round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9111,0.3219865427851677,3,2,31084.867491742956,14398584,28.011531591415405
2,0.9284,0.23899429183006288,3,2,31086.242706076675,14398584,24.161083698272705
3,0.9422,0.18662099808305502,5,0,31071.215506823617,23997640,24.376811027526855
4,0.952,0.16241293068081142,5,0,31067.370404693622,23997640,24.11170220375061
5,0.957,0.14330393074154854,4,1,31064.495346130705,19198112,24.21964383125305
6,0.9636,0.12321356642730534,5,0,31063.54920564096,23997640,25.14615273475647
7,0.9661,0.11431888009030372,3,2,31061.156112876142,14398584,24.52375292778015
8,0.9707,0.09689363639131188,4,1,31061.431961403647,19198112,24.342965602874756
9,0.9721,0.09084449682179839,3,2,31066.872560296382,14398584,23.760464429855347
10,0.9753,0.07895111244712025,5,0,31065.54589380601,23997640,25.16450071334839
11,0.9769,0.07247230409504846,5,0,31060.510168755845,23997640,24.957587957382202
12,0.978,0.06859529024949297,5,0,31052.63411015653,23997640,24.95336675643921
13,0.9795,0.06320211686557159,5,0,31056.0405558176,23997640,24.363540172576904
14,0.9802,0.058262547319103034,4,1,31058.54882911815,19198112,24.98859429359436
15,0.9823,0.05590707965255715,3,2,31059.442300821243,14398584,24.557419061660767
16,0.9823,0.05265601040795445,4,1,31061.09759552445,19198112,26.229341506958008
17,0.9824,0.051176949626067655,3,2,31061.916209773484,14398584,26.64848232269287
18,0.9834,0.04824961085361429,3,2,31062.864379694063,14398584,25.443289756774902
19,0.9841,0.046978483777516525,5,0,31061.854835186445,23997640,26.054091930389404
20,0.9841,0.04545339276902378,4,1,31062.363028284744,19198112,25.487117290496826
