round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9089,0.3123114219546318,3,2,123467.2912836087,14398584,22.48560404777527
2,0.9299,0.24081153246462345,3,2,123590.63235743529,14398584,22.458396673202515
3,0.9454,0.18809756529927255,2,3,123582.5375857877,9599056,21.791144371032715
4,0.9514,0.15735825899541378,2,3,123587.84656093808,9599056,23.58611226081848
5,0.9514,0.15735825899541378,0,5,123587.84656093808,0,21.712929010391235
6,0.961,0.1281116544865072,3,2,123568.21323326028,14398584,22.239308834075928
7,0.9657,0.10910530260540545,3,2,123567.39715502413,14398584,22.891854286193848
8,0.9709,0.09833108728863299,1,4,123560.97594040282,4799528,20.328896284103394
9,0.9704,0.09421705687716603,1,4,123568.78753599359,4799528,21.57576847076416
10,0.9743,0.08039043920580298,2,3,123567.56671803589,9599056,22.702695608139038
11,0.9784,0.06827618227554486,2,3,123564.5499008908,9599056,22.35499858856201
12,0.9791,0.06535193641548977,1,4,123557.94593909873,4799528,21.564297914505005
13,0.9799,0.05889351764936,3,2,123548.78062552332,14398584,21.870490074157715
14,0.9801,0.05923182169646025,1,4,123549.19501827763,4799528,21.492539644241333
15,0.9828,0.053373028316907586,3,2,123560.32179214085,14398584,20.534806728363037
16,0.983,0.05151499683498405,3,2,123550.5342171707,14398584,22.903619527816772
17,0.9838,0.04689715215857141,4,1,123541.4882450506,19198112,22.740155696868896
18,0.9838,0.046733043600758535,3,2,123543.16556278725,14398584,22.01281237602234
19,0.9845,0.04440482314131223,5,0,123538.51557395744,23997640,22.52522087097168
20,0.9845,0.042777114754845386,2,3,123535.25974134578,9599056,20.639364004135132
