round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9134,0.31454355796575545,5,0,31008.672152650244,23997640,21.0187828540802
2,0.9345,0.2260582196086645,4,1,31037.42308519868,19198112,20.691685676574707
3,0.9458,0.17882646087110043,4,1,31056.63464251473,19198112,20.617897510528564
4,0.9562,0.14854966248124837,4,1,31071.544901205103,19198112,20.210176706314087
5,0.9605,0.1336281595610082,3,2,31074.607559954962,14398584,20.560661792755127
6,0.9677,0.10663677647672594,5,0,31077.86069997102,23997640,20.40148138999939
7,0.9706,0.09653215709514916,3,2,31069.63640920687,14398584,19.46134662628174
8,0.9754,0.08257128115762025,4,1,31072.727246258313,19198112,20.60612678527832
9,0.9762,0.0753569753298536,4,1,31070.203588982447,19198112,20.6408851146698
10,0.9779,0.07084159129615873,4,1,31069.08775682425,19198112,19.83875846862793
11,0.9801,0.0627933859348297,4,1,31068.600026724806,19198112,20.677760124206543
12,0.9807,0.05932887474140152,4,1,31069.013385738188,19198112,19.998307943344116
13,0.9811,0.05855368682160042,4,1,31068.851573107353,19198112,20.792717218399048
14,0.9826,0.05351666434332728,5,0,31069.295504246733,23997640,20.646058082580566
15,0.9836,0.053129468931397424,2,3,31064.195006066784,9599056,19.565018892288208
16,0.9837,0.049565681359265,4,1,31065.578011644695,19198112,20.815833568572998
17,0.9836,0.047149006176786495,3,2,31068.711804212446,14398584,20.82755184173584
18,0.9857,0.044613228726980744,4,1,31067.962939445468,19198112,19.567261457443237
19,0.9831,0.051865365759818816,1,4,31069.036462666492,4799528,20.127410173416138
20,0.9841,0.04892007355247624,1,4,31069.811564227093,4799528,19.308372974395752
