round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.6055,1.5313967969894409,2,3,123317.9891039699,9599056,18.19747805595398
2,0.6362,1.2746888122558593,3,2,123344.95596097414,14398584,18.615957498550415
3,0.8571,0.4347444543838501,3,2,123389.57464690949,14398584,25.844661712646484
4,0.9075,0.31575007209777833,3,2,123402.91142205437,14398584,28.605528354644775
5,0.9022,0.31116680161356924,2,3,123411.3073857882,9599056,30.49733328819275
6,0.8685,0.3758150273382664,2,3,123451.2782859655,9599056,28.657066822052002
7,0.8856,0.33360403357744217,2,3,123444.39391850965,9599056,28.26254630088806
8,0.8555,0.40524309692382815,2,3,123445.19524353818,9599056,22.882527589797974
9,0.9233,0.22747844855487348,2,3,123423.92292849283,9599056,28.753846645355225
10,0.9422,0.18507827347517014,2,3,123430.12591903677,9599056,20.117269277572632
11,0.9285,0.21217417258322238,3,2,123460.88254795293,14398584,16.237343072891235
12,0.9346,0.19838812801241876,3,2,123449.04583008861,14398584,22.315973043441772
13,0.9232,0.2212862986281514,1,4,123449.20243779542,4799528,31.460232257843018
14,0.9128,0.2551495388805866,1,4,123452.82829600597,4799528,29.121362686157227
15,0.9128,0.2551495388805866,0,5,123452.82829600597,0,27.16931462287903
16,0.9536,0.14455853772312402,3,2,123438.72782405923,14398584,28.733970165252686
17,0.9672,0.11195287767276167,3,2,123437.62241733122,14398584,26.525314807891846
18,0.9634,0.11836919414177537,4,1,123449.64542494799,19198112,19.848756551742554
19,0.9717,0.09475287794582546,3,2,123445.31130516357,14398584,30.40645432472229
20,0.9658,0.10601807478293776,3,2,123441.40338135976,14398584,20.89964771270752
