round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.814,0.6207583522796631,5,0,31008.672152650244,23997640,25.941617965698242
2,0.8706,0.39475829010009766,4,1,31037.42308519868,19198112,26.76560091972351
3,0.9034,0.29772740560770034,4,1,31056.63464251473,19198112,21.658275842666626
4,0.9338,0.21841724950969219,4,1,31071.544901205103,19198112,26.179644346237183
5,0.8996,0.29654195672273637,3,2,31074.607559954962,14398584,24.697909832000732
6,0.94,0.19191830511689187,5,0,31077.86069997102,23997640,24.428661584854126
7,0.9533,0.16053637370765209,3,2,31069.63640920687,14398584,22.014567136764526
8,0.9602,0.13437933772578836,4,1,31072.727246258313,19198112,31.370457410812378
9,0.9487,0.14879140617996453,4,1,31070.203588982447,19198112,30.1188702583313
10,0.9596,0.12453120265156031,4,1,31069.08775682425,19198112,27.492080450057983
11,0.9669,0.10303485162742436,4,1,31068.600026724806,19198112,25.231450080871582
12,0.9684,0.09710810396932065,4,1,31069.013385738188,19198112,29.564366817474365
13,0.9726,0.08802177420333028,4,1,31068.851573107353,19198112,26.909608840942383
14,0.9765,0.07645170262213796,5,0,31069.295504246733,23997640,21.759159088134766
15,0.9762,0.07393651621714234,2,3,31064.195006066784,9599056,25.282750129699707
16,0.9755,0.07509340138938278,4,1,31065.578011644695,19198112,25.91555643081665
17,0.9766,0.07166883282214404,3,2,31068.711804212446,14398584,26.706841468811035
18,0.9787,0.06710718269939535,4,1,31067.962939445468,19198112,24.32792901992798
19,0.9721,0.0865601103650406,1,4,31069.036462666492,4799528,27.414397478103638
20,0.9512,0.14963519386723637,1,4,31069.811564227093,4799528,25.200453281402588
