round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.6101,1.5239870113372802,2,3,123317.9891039699,9599056,14.365227222442627
2,0.6356,1.2751679636001587,3,2,123344.95596097414,14398584,16.499760627746582
3,0.8598,0.4273609055995941,3,2,123389.57464690949,14398584,23.188120365142822
4,0.8996,0.33411961607933044,3,2,123402.91142205437,14398584,25.51773977279663
5,0.9023,0.3084964732289314,2,3,123411.3073857882,9599056,26.276519298553467
6,0.8609,0.40136961723566056,2,3,123451.2782859655,9599056,24.93344259262085
7,0.8852,0.33995765016674995,2,3,123444.39391850965,9599056,24.45095944404602
8,0.8597,0.39173607691526413,2,3,123445.19524353818,9599056,20.143741846084595
9,0.9277,0.2144876780629158,2,3,123423.92292849283,9599056,21.81019353866577
10,0.9432,0.18537712424397468,2,3,123430.12591903677,9599056,15.488255500793457
11,0.9312,0.20960505652725697,3,2,123460.88254795293,14398584,12.714009046554565
12,0.9343,0.19785975503474473,3,2,123449.04583008861,14398584,17.05365490913391
13,0.9311,0.20374801114797592,1,4,123449.20243779542,4799528,25.589352130889893
14,0.9067,0.26983962559103963,1,4,123452.82829600597,4799528,26.233671188354492
15,0.9067,0.26983962559103963,0,5,123452.82829600597,0,24.581083297729492
16,0.953,0.14495541505515575,3,2,123438.72782405923,14398584,25.14597988128662
17,0.9662,0.11088193017616868,3,2,123437.62241733122,14398584,22.879900455474854
18,0.9652,0.11776384010314941,4,1,123449.64542494799,19198112,17.960421800613403
19,0.9715,0.09499023789688944,3,2,123445.31130516357,14398584,27.582886457443237
20,0.9661,0.1076672522328794,3,2,123441.40338135976,14398584,19.480775356292725
