round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.7471,0.7324597142219543,2,3,31028.70112794981,9599056,24.006407022476196
2,0.8457,0.41750785746574404,3,2,31082.9417758416,14398584,20.045970916748047
3,0.9204,0.26071362487077715,4,1,31071.348897299697,19198112,19.964110374450684
4,0.9274,0.22867527411282063,4,1,31079.88822205611,19198112,20.5521297454834
5,0.925,0.22967340307235717,2,3,31083.983388758763,9599056,17.544862508773804
6,0.9529,0.1563928297787905,4,1,31082.214247207776,19198112,23.262542963027954
7,0.9165,0.22464309570789337,3,2,31075.98826512161,14398584,24.09157109260559
8,0.959,0.12549305833131075,3,2,31085.406146574966,14398584,25.123293161392212
9,0.9663,0.10959743327610194,5,0,31073.177862365315,23997640,22.8266704082489
10,0.9632,0.11376230718456208,3,2,31066.968575922874,14398584,20.419179916381836
11,0.9649,0.10313288263827562,3,2,31070.32027528576,14398584,19.867874145507812
12,0.9703,0.08940773033369333,2,3,31068.068561092074,9599056,25.070900440216064
13,0.9554,0.1267012462839484,2,3,31069.42031533221,9599056,23.212955713272095
14,0.9752,0.07480937097864225,3,2,31067.13591999115,14398584,21.289506673812866
15,0.9769,0.07332587020453066,4,1,31064.496344594612,19198112,25.259509801864624
16,0.9767,0.07247925452571362,4,1,31067.883623098885,19198112,21.04373073577881
17,0.9767,0.07247925452571362,0,5,31067.883623098885,0,21.09224009513855
18,0.9658,0.10670372281111777,2,3,31067.227647481788,9599056,16.885345220565796
19,0.9408,0.17490138356536628,1,4,31066.993212051704,4799528,22.252496004104614
20,0.9763,0.06877691951123997,5,0,31060.438703219075,23997640,18.362224102020264
