round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.8295,0.5974518581390381,5,0,31071.972224073554,23997640,26.108530282974243
2,0.8892,0.3550577630519867,5,0,31043.715431734185,23997640,18.35175395011902
3,0.9092,0.3172424135565758,5,0,31049.28483268904,23997640,21.729603052139282
4,0.9264,0.23392126422524454,5,0,31042.053097651602,23997640,15.876925468444824
5,0.9017,0.305113443338871,5,0,31046.383847435565,23997640,20.366471767425537
6,0.9215,0.26069124299287794,1,4,31049.2175389046,4799528,22.207337856292725
7,0.9037,0.2900270159721374,1,4,31049.887244629736,4799528,22.252610206604004
8,0.9568,0.1415652652770281,4,1,31063.63935810841,19198112,19.747273445129395
9,0.9558,0.14532136537879706,5,0,31069.756613993235,23997640,21.799954414367676
10,0.9651,0.11675334357172251,3,2,31065.938270912433,14398584,20.585213661193848
11,0.9509,0.1535318634584546,1,4,31066.638337930868,4799528,23.014806985855103
12,0.9562,0.13723252934589983,3,2,31067.453948246646,14398584,20.417494773864746
13,0.9612,0.11825220318064093,3,2,31067.035727969116,14398584,19.948286294937134
14,0.972,0.0858835880227387,2,3,31067.211315961173,9599056,20.911068439483643
15,0.9731,0.08042462521642446,3,2,31068.174534648162,14398584,19.16974377632141
16,0.9789,0.06578447477584705,4,1,31070.164280551042,19198112,22.51175618171692
17,0.9782,0.06829020364983007,5,0,31069.89268132786,23997640,18.766230583190918
18,0.9786,0.06467730687130242,5,0,31070.126219993228,23997640,21.571854829788208
19,0.9773,0.07365487264664844,4,1,31069.514140007726,19198112,18.66810965538025
20,0.9805,0.0579829558624886,3,2,31066.508685027573,14398584,20.81688094139099
