round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.7269,0.7547844604492188,3,2,123586.41607363995,14398584,29.77034330368042
2,0.8507,0.4804782840013504,2,3,123543.72862209535,9599056,28.385451793670654
3,0.8575,0.43027102739810946,2,3,123551.27099186719,9599056,25.746191263198853
4,0.881,0.3725489984869957,1,4,123543.12916272393,4799528,29.01329207420349
5,0.881,0.3725489984869957,0,5,123543.12916272393,0,21.77156162261963
6,0.8879,0.354033051109314,1,4,123532.708854173,4799528,24.366044998168945
7,0.9472,0.17047194767296314,3,2,123484.88451951947,14398584,28.006893157958984
8,0.8698,0.3683349879860878,1,4,123469.11777676761,4799528,28.47722816467285
9,0.9303,0.22021409650444984,2,3,123481.68704473386,9599056,25.17202615737915
10,0.9284,0.2252861883327365,1,4,123465.91061621947,4799528,23.23985457420349
11,0.9225,0.24146570179462432,1,4,123464.94756461146,4799528,28.32591962814331
12,0.9555,0.137793075299263,2,3,123485.17115770631,9599056,25.415269374847412
13,0.9569,0.1426976375132799,3,2,123495.92523886242,14398584,28.418662786483765
14,0.9673,0.10527953296415508,2,3,123497.82049144722,9599056,26.42240595817566
15,0.9737,0.08757761258352548,5,0,123496.69969900355,23997640,25.553191900253296
16,0.9731,0.0889318715063855,4,1,123500.87221056008,19198112,23.875794887542725
17,0.9653,0.11419158354960382,1,4,123501.2209507566,4799528,30.014747381210327
18,0.9451,0.1643599614061415,1,4,123514.89586397697,4799528,27.732328176498413
19,0.9451,0.1643599614061415,0,5,123514.89586397697,0,23.424885034561157
20,0.9767,0.07223805677276104,2,3,123510.05372212945,9599056,26.258344173431396
