round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.5047,2.0680237674713133,1,4,31147.971033391685,4799528,20.256673574447632
2,0.8494,0.5652078740596771,2,3,31110.61498124133,9599056,23.708189010620117
3,0.8665,0.3835933439970016,2,3,31082.20621099695,9599056,27.79246950149536
4,0.9296,0.2350451085984707,2,3,31077.20725638632,9599056,21.02138352394104
5,0.8991,0.3159701779544353,3,2,31090.28854930396,14398584,20.751739740371704
6,0.8924,0.34445186203718187,2,3,31077.739669794817,9599056,17.766058206558228
7,0.9322,0.21494611155092716,5,0,31071.039225489032,23997640,15.172399044036865
8,0.9362,0.2089473645836115,4,1,31069.725235688045,19198112,23.850712299346924
9,0.9504,0.16051682171970605,3,2,31066.575467248436,14398584,17.265658140182495
10,0.9536,0.15601235182881354,2,3,31069.498321723266,9599056,28.2977933883667
11,0.895,0.3161204455256462,1,4,31070.099753687744,4799528,19.566845417022705
12,0.9495,0.15879640716910362,4,1,31071.823167044724,19198112,21.531822443008423
13,0.9585,0.13234355056658387,5,0,31067.72106445703,23997640,22.942352294921875
14,0.9688,0.09421066079549491,4,1,31065.215106959444,19198112,26.958894968032837
15,0.9726,0.0845509746197611,5,0,31065.39988656047,23997640,20.383371114730835
16,0.9782,0.06972799266166985,4,1,31065.284014241533,19198112,27.29206395149231
17,0.98,0.06398129331180825,3,2,31063.837387458283,14398584,29.40013837814331
18,0.98,0.06398129331180825,0,5,31063.837387458283,0,25.922286987304688
19,0.9744,0.0794519098315388,4,1,31057.009766577856,19198112,19.286705017089844
20,0.9778,0.07041070570563898,4,1,31058.57600873985,19198112,22.611992597579956
