round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.8108,0.6614252111911774,4,1,123325.1935995325,19198112,27.220678567886353
2,0.7061,1.0338461647987365,1,4,123383.43479306219,4799528,21.521613836288452
3,0.8547,0.4358594214439392,4,1,123369.13022259745,19198112,22.548264503479004
4,0.9081,0.29824198246598244,4,1,123386.92261609844,19198112,22.87057614326477
5,0.8751,0.3850350476145744,2,3,123387.87784712206,9599056,16.979143142700195
6,0.8036,0.5604770679235458,1,4,123380.08241040491,4799528,23.471736669540405
7,0.8706,0.3860757410764694,1,4,123405.69765485369,4799528,20.002384185791016
8,0.8706,0.3860757410764694,0,5,123405.69765485369,0,22.801005363464355
9,0.8706,0.3860757410764694,0,5,123405.69765485369,0,21.273226261138916
10,0.8706,0.3860757410764694,0,5,123405.69765485369,0,24.1822350025177
11,0.9564,0.14458803437426687,3,2,123403.43357773258,14398584,20.98977279663086
12,0.9592,0.13015086773261428,3,2,123393.93171087881,14398584,20.919556617736816
13,0.8842,0.3519451905667782,1,4,123416.4858943126,4799528,24.786987781524658
14,0.8842,0.3519451905667782,0,5,123416.4858943126,0,20.443889141082764
15,0.8842,0.3519451905667782,0,5,123416.4858943126,0,21.14970850944519
16,0.9146,0.24954505299329757,1,4,123411.29343509892,4799528,24.55854368209839
17,0.9589,0.1273813255995512,1,4,123411.60290704429,4799528,21.420103788375854
18,0.9601,0.12333165819197893,2,3,123407.45232870463,9599056,22.66511297225952
19,0.9441,0.1711477938145399,1,4,123415.78516024942,4799528,21.25537419319153
20,0.9723,0.08607260190229862,2,3,123411.0689938478,9599056,21.00066375732422
