round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.7876,0.6943672939658165,1,4,123443.28750376079,4799528,26.026813507080078
2,0.8186,0.4939532340049744,2,3,123431.20069748581,9599056,22.42053246498108
3,0.8186,0.4939532340049744,0,5,123431.20069748581,0,20.986482620239258
4,0.9172,0.2625304535448551,5,0,123445.29935313121,23997640,23.050126791000366
5,0.9004,0.31804382798075675,2,3,123474.29078692717,9599056,23.019587516784668
6,0.9199,0.24122292484641075,2,3,123471.3089017452,9599056,23.340128660202026
7,0.9386,0.20078420503139496,3,2,123467.00747636463,14398584,20.1411874294281
8,0.9044,0.2770898278325796,2,3,123425.78713471834,9599056,20.54025936126709
9,0.9485,0.15887669897451998,2,3,123419.3199196689,9599056,21.20029592514038
10,0.9601,0.12207300013341009,2,3,123415.59671703078,9599056,23.53181743621826
11,0.9482,0.15259286420345305,2,3,123423.69220974867,9599056,22.232069492340088
12,0.9551,0.13732001763507723,1,4,123417.09515929484,4799528,20.73920512199402
13,0.9464,0.16015028684139251,1,4,123411.03992849807,4799528,21.645268201828003
14,0.9615,0.12246843766979873,2,3,123399.10477471864,9599056,25.958697080612183
15,0.9626,0.11153509342353791,2,3,123399.34814229308,9599056,23.71948528289795
16,0.9618,0.11431255478225648,2,3,123398.76349976062,9599056,22.615373849868774
17,0.9349,0.19298057299926877,1,4,123405.40412145443,4799528,18.194381713867188
18,0.9741,0.07873787993062288,2,3,123412.84078243512,9599056,23.468811750411987
19,0.9395,0.1827698765538633,1,4,123417.99125650265,4799528,21.445509672164917
20,0.9766,0.07143137163743377,3,2,123418.90574471864,14398584,23.205897569656372
