round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.908,0.32295583710074427,5,0,4442.600124447946,23997640,22.20656728744507
2,0.9292,0.2396923093229532,5,0,4447.72587022438,23997640,20.354071140289307
3,0.939,0.20293119460940362,5,0,4441.065893326976,23997640,20.790952444076538
4,0.9466,0.17856653899848463,5,0,4446.150355565417,23997640,20.269280910491943
5,0.9535,0.15924026347920298,4,1,4445.087978846185,19198112,20.96348214149475
6,0.9558,0.15209059141874312,4,1,4443.876563895998,19198112,19.978173971176147
7,0.9604,0.13432505336403847,3,2,4445.97518783754,14398584,21.119489192962646
8,0.9657,0.12143198665939271,5,0,4446.966472453912,23997640,19.99724292755127
9,0.9663,0.11077185447476805,4,1,4446.435204470818,19198112,20.714911460876465
10,0.9677,0.10205109668858349,4,1,4446.460818255875,19198112,20.1994206905365
11,0.9726,0.09388079310860485,5,0,4446.979936082505,23997640,20.876845359802246
12,0.9738,0.08786692297775299,5,0,4447.69752203577,23997640,20.089888334274292
13,0.9756,0.07993706519622355,5,0,4447.583097974559,23997640,20.853081464767456
14,0.9774,0.07385009039426223,5,0,4449.099590427313,23997640,20.049431800842285
15,0.9787,0.06924096257099882,5,0,4450.001311520483,23997640,20.92581582069397
16,0.9811,0.06383417106373236,5,0,4449.628480012332,23997640,19.956448316574097
17,0.9818,0.06250864344248548,5,0,4450.145606935664,23997640,20.860641717910767
18,0.9824,0.056998440668126565,5,0,4450.317384251861,23997640,19.975355625152588
19,0.9828,0.05443058960514609,5,0,4449.924330658229,23997640,20.738428354263306
20,0.9831,0.05193161122445017,5,0,4449.643092108585,23997640,19.782416343688965
