round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9061,0.3286280637383461,5,0,31008.672152650244,23997640,27.9435715675354
2,0.9282,0.24393416956067085,4,1,31037.42308519868,19198112,24.964925289154053
3,0.9406,0.20174176048487424,4,1,31056.63464251473,19198112,24.80598759651184
4,0.9472,0.1774674954161048,4,1,31071.544901205103,19198112,24.144073486328125
5,0.951,0.15580643229186536,3,2,31074.607559954962,14398584,24.743661880493164
6,0.9606,0.1370374527193606,5,0,31077.86069997102,23997640,24.96619939804077
7,0.963,0.12635420414805412,3,2,31069.63640920687,14398584,24.33176875114441
8,0.9676,0.1114137706939131,4,1,31072.727246258313,19198112,24.648614645004272
9,0.969,0.10060016537196934,4,1,31070.203588982447,19198112,24.00144124031067
10,0.9706,0.09162767337076366,4,1,31069.08775682425,19198112,24.82768487930298
11,0.9735,0.08588489595130086,4,1,31068.600026724806,19198112,24.70331072807312
12,0.9758,0.07771272822283208,4,1,31069.013385738188,19198112,24.796467781066895
13,0.9767,0.073802491463162,4,1,31068.851573107353,19198112,24.815241813659668
14,0.978,0.06778744224356488,5,0,31069.295504246733,23997640,23.918577909469604
15,0.9799,0.06412445882763713,2,3,31064.195006066784,9599056,23.724933385849
16,0.9809,0.058994506012089554,4,1,31065.578011644695,19198112,24.547666549682617
17,0.9812,0.05582719502421096,3,2,31068.711804212446,14398584,24.597240447998047
18,0.9819,0.05394861961002462,4,1,31067.962939445468,19198112,24.100152730941772
19,0.9817,0.05797292100400664,1,4,31069.036462666492,4799528,24.101357221603394
20,0.9823,0.05519211345734075,1,4,31069.811564227093,4799528,24.196884155273438
