round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9075,0.3262529934644699,5,0,31071.972224073554,23997640,21.68290090560913
2,0.9292,0.2393469241440296,5,0,31043.715431734185,23997640,21.70853066444397
3,0.9397,0.2000793654024601,5,0,31049.28483268904,23997640,21.387872219085693
4,0.9478,0.16786448028832673,5,0,31042.053097651602,23997640,21.434558153152466
5,0.9552,0.15156181820109488,5,0,31046.383847435565,23997640,21.593093395233154
6,0.9492,0.16761975348889827,1,4,31049.2175389046,4799528,21.128198862075806
7,0.9584,0.13543742126896977,1,4,31049.887244629736,4799528,21.458637714385986
8,0.9663,0.11213039736151695,4,1,31063.63935810841,19198112,20.22033405303955
9,0.97,0.1013206254908815,5,0,31069.756613993235,23997640,21.596874237060547
10,0.9706,0.09412803058382124,3,2,31065.938270912433,14398584,21.173217058181763
11,0.9695,0.0943360685929656,1,4,31066.638337930868,4799528,21.363105058670044
12,0.9758,0.07887655711024999,3,2,31067.453948246646,14398584,21.04220223426819
13,0.9759,0.07327871819194406,3,2,31067.035727969116,14398584,21.311540365219116
14,0.9761,0.07512161883851513,2,3,31067.211315961173,9599056,20.659400701522827
15,0.9791,0.06374474251512438,3,2,31068.174534648162,14398584,22.120198488235474
16,0.98,0.059439713690802455,4,1,31070.164280551042,19198112,21.66753578186035
17,0.9814,0.0567562316343654,5,0,31069.89268132786,23997640,21.277763605117798
18,0.9825,0.05388414411637932,5,0,31070.126219993228,23997640,21.8332257270813
19,0.9843,0.051267053856328126,4,1,31069.514140007726,19198112,21.141632318496704
20,0.9834,0.0511379883558955,3,2,31066.508685027573,14398584,21.505274057388306
