round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9033,0.3344356114625931,4,1,123534.24849876166,19198112,27.945168256759644
2,0.9284,0.2474266529351473,1,4,123553.65106983068,4799528,23.526984453201294
3,0.9363,0.20744208559393884,1,4,123582.93358561436,4799528,23.281089782714844
4,0.9512,0.16240978709310294,3,2,123574.88056408946,14398584,24.90553307533264
5,0.9607,0.13766580197885633,3,2,123531.77018426037,14398584,24.09306812286377
6,0.9597,0.13433025141619145,1,4,123496.95353572736,4799528,24.0128436088562
7,0.9653,0.11330693124197423,2,3,123493.52414370481,9599056,24.808727979660034
8,0.9681,0.10579763029590249,1,4,123504.3596379682,4799528,23.384265422821045
9,0.9705,0.0950535943435505,2,3,123497.23516015333,9599056,24.216837406158447
10,0.9747,0.08368270606864243,2,3,123513.97516330522,9599056,24.22183108329773
11,0.9762,0.07255353920608759,3,2,123488.13359062151,14398584,24.504703044891357
12,0.9783,0.06777785557853058,2,3,123471.04795156432,9599056,23.682039976119995
13,0.9789,0.062037073718803,4,1,123471.52636372054,19198112,24.673238515853882
14,0.98,0.061854300966020674,1,4,123468.1701460944,4799528,23.94055676460266
15,0.9803,0.0572270469439216,3,2,123462.93806757344,14398584,24.29084348678589
16,0.9814,0.05552137880702503,2,3,123449.9465508909,9599056,23.520817518234253
17,0.9823,0.05181281118225306,2,3,123452.12498296895,9599056,24.80060839653015
18,0.9823,0.05181281118225306,0,5,123452.12498296895,0,23.634185314178467
19,0.9823,0.05030915967442561,2,3,123457.80475742384,9599056,24.81835150718689
20,0.9823,0.05135163167261053,1,4,123450.71286575194,4799528,24.104414701461792
